,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_positive,param_n_jobs,param_fit_intercept,param_copy_X,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.00043745040893554686,4.677804116580824e-05,0.00023810863494873048,5.1165988020559304e-05,True,-1,False,True,"{'positive': True, 'n_jobs': -1, 'fit_intercept': False, 'copy_X': True}",-0.2576517791852745,-0.21863837058374147,-0.22246418775010884,-0.24620272449726982,-0.17294163423944697,-0.22410703053208184,-0.2081883775017476,-0.2217404785479446,-0.21267986698137034,-0.21307865409945545,-0.21976931039184416,0.021417338494374893,3
1,0.0004976987838745117,9.912102965388228e-05,0.0002646446228027344,7.944878372445857e-05,False,-1,False,True,"{'positive': False, 'n_jobs': -1, 'fit_intercept': False, 'copy_X': True}",-0.25863067732587175,-0.21890438870717446,-0.22246418775010882,-0.24893066858620802,-0.172954502121083,-0.22485478367312492,-0.2081459847921714,-0.22202917338225375,-0.2129848048032592,-0.21328667497071988,-0.22031858461119752,0.021934755873444997,4
2,0.000540781021118164,9.794563716962636e-05,0.0002552032470703125,5.5461019859145845e-05,True,-1,True,True,"{'positive': True, 'n_jobs': -1, 'fit_intercept': True, 'copy_X': True}",-0.24208295806262478,-0.23044565077402254,-0.2146699602896081,-0.23555560710256965,-0.156779991894594,-0.20424945105220885,-0.20528744797856244,-0.21622662382355964,-0.21259573528073733,-0.1998097622834869,-0.21177031885419742,0.022644853679711856,1
3,0.0006030797958374023,7.567138658149297e-05,0.00024328231811523437,2.9986423250003195e-05,False,-1,True,True,"{'positive': False, 'n_jobs': -1, 'fit_intercept': True, 'copy_X': True}",-0.2448275273561471,-0.23109871532902235,-0.21330274531365628,-0.24052453956507802,-0.15822067236638604,-0.20355037474910356,-0.2049990066074903,-0.21519222014473904,-0.21214719586372102,-0.19924769330112604,-0.21231106905964697,0.02332862139303123,2
